artist,album,title,personnel_type,name,score
The Doobie Brothers,Minute By Minute,What A Fool Believes,Song Personnel,Michael McDonald,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Song Personnel,Kenny Loggins,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Song Personnel,Bill Payne,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,Ben Cauley,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,David Gest,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,Norton Buffalo,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,Byron Berline,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,Michael McDonald,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,John Hartman,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,Tiran Porter,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,Beth Naranjo,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,Bobby LaKind,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,Keith Knudsen,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,Andrew Love,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,Herb Pedersen,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,Loyd Clifft,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,Jeff Baxter,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,Donn Landee,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,Bruce Steinberg,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,Ted Templeman,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,David Alexander,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,Bruce Cohn,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,Patrick Simmons,100.00
The Doobie Brothers,Minute By Minute,What A Fool Believes,Album Personnel,David Alexander,100.00
Kenny Loggins,High Adventure,Heart To Heart,Song Personnel,Mike Hamilton,99.63
Kenny Loggins,High Adventure,Heart To Heart,Song Personnel,Michael McDonald,99.63
Kenny Loggins,High Adventure,Heart To Heart,Song Personnel,Lenny Castro,99.63
Kenny Loggins,High Adventure,Heart To Heart,Song Personnel,Marty Paich,99.63
Kenny Loggins,High Adventure,Heart To Heart,Song Personnel,Steve George,99.63
Kenny Loggins,High Adventure,Heart To Heart,Song Personnel,Richard Page,99.63
Kenny Loggins,High Adventure,Heart To Heart,Song Personnel,Kenny Loggins,99.63
Kenny Loggins,High Adventure,Heart To Heart,Song Personnel,David Foster,99.63
Kenny Loggins,High Adventure,Heart To Heart,Song Personnel,Bruce Botnick,99.63
Kenny Loggins,High Adventure,Heart To Heart,Song Personnel,Derek Jackson,99.63
Kenny Loggins,High Adventure,Heart To Heart,Album Personnel,Paul Medeiros,99.63
Kenny Loggins,High Adventure,Heart To Heart,Album Personnel,Larry Larson & Associates,99.63
Kenny Loggins,High Adventure,Heart To Heart,Album Personnel,Jim Heimann,99.63
Kenny Loggins,High Adventure,Heart To Heart,Album Personnel,Kenny Loggins,99.63
Kenny Loggins,High Adventure,Heart To Heart,Album Personnel,Mark Ettel,99.63
Kenny Loggins,High Adventure,Heart To Heart,Album Personnel,Jim Pace,99.63
Kenny Loggins,High Adventure,Heart To Heart,Album Personnel,Bruce Botnick,99.63
Kenny Loggins,High Adventure,Heart To Heart,Album Personnel,Bernie Grundman,99.63
Kenny Loggins,High Adventure,Heart To Heart,Album Personnel,Greg Gorman,99.63
Kenny Loggins,High Adventure,Heart To Heart,Album Personnel,Rik Pekkonen,99.63
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Song Personnel,Maureen McDonald,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Song Personnel,Ed Sanford,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Song Personnel,Michael McDonald,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Song Personnel,Greg Phillinganes,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Song Personnel,Steve Lukather,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Song Personnel,Louis Johnson,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Song Personnel,Jeff Porcaro,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Song Personnel,Donn Landee,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Song Personnel,Leiber & Stoller,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Paul Medeiros,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Bobby Hata,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Kathy Walker,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Stephen McManus,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Michael Boddicker,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Ken Deane,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Joan Parker,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Jim Isaacson,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Mark Linett,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Marty Paich,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Lee Herschberg,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Jerry Hey,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Donn Landee,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Ted Templeman,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Irving Azoff,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Lenny Waronker,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Jim Shea,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Vicki Fortson,98.50
Michael McDonald,If That's What It Takes,I Keep Forgettin' (Every Time You're Near),Album Personnel,Jeff Adamoff,98.50
Kenny Loggins,Keep The Fire,This Is It,Song Personnel,Mike Hamilton,98.25
Kenny Loggins,Keep The Fire,This Is It,Song Personnel,Michael McDonald,98.25
Kenny Loggins,Keep The Fire,This Is It,Song Personnel,Brian Mann,98.25
Kenny Loggins,Keep The Fire,This Is It,Song Personnel,George Hawkins,98.25
Kenny Loggins,Keep The Fire,This Is It,Song Personnel,Kenny Loggins,98.25
Kenny Loggins,Keep The Fire,This Is It,Song Personnel,Paulinho Da Costa,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Mike Hamilton,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Mitch Miller,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Larson & Recor Associates,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Scott Thom,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Ed Caraeff Studio,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Eva Ein,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,C. Wolfstock Wittenberg,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Johnny Pace,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Brian Mann,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,George Hawkins,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Vince Denham,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Jon Clarke,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Kenny Loggins,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Wayne Williams,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Tris Imboden,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Michael Carnevale,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Max Gronenthal,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Tony Lane,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Mike Fuller,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Tom Dowd,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Milt Holland,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Steve Gursky,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Max Groenenthal,98.25
Kenny Loggins,Keep The Fire,This Is It,Album Personnel,Steve Gersky,98.25
Airplay,Airplay,Nothin' You Can Do About It,Song Personnel,Steve Kipner,96.75
Airplay,Airplay,Nothin' You Can Do About It,Song Personnel,Jay Graydon,96.75
Airplay,Airplay,Nothin' You Can Do About It,Song Personnel,David Foster,96.75
Airplay,Airplay,Nothin' You Can Do About It,Album Personnel,Bob Seidemann,96.75
Airplay,Airplay,Nothin' You Can Do About It,Album Personnel,Tommy Funderburk,96.75
Airplay,Airplay,Nothin' You Can Do About It,Album Personnel,Gary Grant,96.75
Airplay,Airplay,Nothin' You Can Do About It,Album Personnel,Jay Graydon,96.75
Airplay,Airplay,Nothin' You Can Do About It,Album Personnel,Mike Baird,96.75
Airplay,Airplay,Nothin' You Can Do About It,Album Personnel,Ray Parker Jr.,96.75
Airplay,Airplay,Nothin' You Can Do About It,Album Personnel,Steve Lukather,96.75
Airplay,Airplay,Nothin' You Can Do About It,Album Personnel,Marge Meoli,96.75
Airplay,Airplay,Nothin' You Can Do About It,Album Personnel,David Hungate,96.75
Airplay,Airplay,Nothin' You Can Do About It,Album Personnel,Jerry Hey,96.75
Airplay,Airplay,Nothin' You Can Do About It,Album Personnel,Jeff Porcaro,96.75
Airplay,Airplay,Nothin' You Can Do About It,Album Personnel,Steve Porcaro,96.75
Airplay,Airplay,Nothin' You Can Do About It,Album Personnel,David Foster,96.75
Airplay,Airplay,Nothin' You Can Do About It,Album Personnel,Tim Bryant,96.75
Airplay,Airplay,Nothin' You Can Do About It,Album Personnel,Gribbitt!,96.75
Airplay,Airplay,Nothin' You Can Do About It,Album Personnel,Peter Robinson,96.75
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Song Personnel,Michael Jackson,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Song Personnel,Brian Mann,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Song Personnel,Richard Page,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Song Personnel,Kenny Loggins,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Song Personnel,Michael Brecker,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Mike Hamilton,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Mitch Miller,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Larson & Recor Associates,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Scott Thom,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Ed Caraeff Studio,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Eva Ein,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,C. Wolfstock Wittenberg,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Johnny Pace,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Brian Mann,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,George Hawkins,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Vince Denham,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Jon Clarke,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Kenny Loggins,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Wayne Williams,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Tris Imboden,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Michael Carnevale,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Max Gronenthal,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Tony Lane,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Mike Fuller,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Tom Dowd,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Milt Holland,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Steve Gursky,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Max Groenenthal,96.13
Kenny Loggins,Keep The Fire,"Who's Right, Who's Wrong",Album Personnel,Steve Gersky,96.13
Toto,Toto IV,Rosanna,Song Personnel,Lenny Castro,95.75
Toto,Toto IV,Rosanna,Song Personnel,Gary Grant,95.75
Toto,Toto IV,Rosanna,Song Personnel,Al Schmitt,95.75
Toto,Toto IV,Rosanna,Song Personnel,Bobby Kimball,95.75
Toto,Toto IV,Rosanna,Song Personnel,Steve Lukather,95.75
Toto,Toto IV,Rosanna,Song Personnel,Jim Horn,95.75
Toto,Toto IV,Rosanna,Song Personnel,Jerry Hey,95.75
Toto,Toto IV,Rosanna,Song Personnel,Tom Scott,95.75
Toto,Toto IV,Rosanna,Song Personnel,Tom Kelly,95.75
Toto,Toto IV,Rosanna,Song Personnel,David Paich,95.75
Toto,Toto IV,Rosanna,Song Personnel,James Pankow,95.75
Toto,Toto IV,Rosanna,Album Personnel,Peggy McCreary,95.75
Toto,Toto IV,Rosanna,Album Personnel,Al Schmitt,95.75
Toto,Toto IV,Rosanna,Album Personnel,Bobby Kimball,95.75
Toto,Toto IV,Rosanna,Album Personnel,David Leonard,95.75
Toto,Toto IV,Rosanna,Album Personnel,Steve Lukather,95.75
Toto,Toto IV,Rosanna,Album Personnel,Sam Emerson,95.75
Toto,Toto IV,Rosanna,Album Personnel,David Hungate,95.75
Toto,Toto IV,Rosanna,Album Personnel,Jeff Porcaro,95.75
Toto,Toto IV,Rosanna,Album Personnel,Steve Porcaro,95.75
Toto,Toto IV,Rosanna,Album Personnel,Toto,95.75
Toto,Toto IV,Rosanna,Album Personnel,Tom Knox,95.75
Toto,Toto IV,Rosanna,Album Personnel,Terry Christian,95.75
Toto,Toto IV,Rosanna,Album Personnel,David Paich,95.75
Toto,Toto IV,Rosanna,Album Personnel,Glen Christensen,95.75
Toto,Toto IV,Rosanna,Album Personnel,Niko Bolas,95.75
Toto,Toto IV,Rosanna,Album Personnel,George Marino,95.75
Toto,Toto IV,Rosanna,Album Personnel,Greg Ladanyi,95.75
Toto,Toto IV,Rosanna,Album Personnel,Jamie Ledner,95.75
Toto,Toto IV,Rosanna,Album Personnel,Bruce Heigh,95.75
Toto,Toto IV,Rosanna,Album Personnel,Joe Spencer,95.75
Toto,Toto IV,Rosanna,Album Personnel,Jim Hagopian,95.75
Toto,Toto IV,Rosanna,Album Personnel,Dick Gall,95.75
Toto,Toto IV,Rosanna,Album Personnel,Lon LeMaster,95.75
Michael Jackson,Thriller,Human Nature,Song Personnel,Michael Boddicker,95.50
Michael Jackson,Thriller,Human Nature,Song Personnel,Steve Lukather,95.50
Michael Jackson,Thriller,Human Nature,Song Personnel,Jeff Porcaro,95.50
Michael Jackson,Thriller,Human Nature,Song Personnel,Steve Porcaro,95.50
Michael Jackson,Thriller,Human Nature,Song Personnel,Paulinho Da Costa,95.50
Michael Jackson,Thriller,Human Nature,Song Personnel,David Paich,95.50
Michael Jackson,Thriller,Human Nature,Song Personnel,John Bettis,95.50
Michael Jackson,Thriller,Human Nature,Album Personnel,Dick Zimmerman,95.50
Michael Jackson,Thriller,Human Nature,Album Personnel,Michael Jackson,95.50
Michael Jackson,Thriller,Human Nature,Album Personnel,Steve Bates,95.50
Michael Jackson,Thriller,Human Nature,Album Personnel,Matt Forger,95.50
Michael Jackson,Thriller,Human Nature,Album Personnel,Bruce Swedien,95.50
Michael Jackson,Thriller,Human Nature,Album Personnel,Mark Ettel,95.50
Michael Jackson,Thriller,Human Nature,Album Personnel,Humberto Gatica,95.50
Michael Jackson,Thriller,Human Nature,Album Personnel,Quincy Jones,95.50
Michael Jackson,Thriller,Human Nature,Album Personnel,Mac James,95.50
Michael Jackson,Thriller,Human Nature,Album Personnel,Bernie Grundman,95.50
Michael Jackson,Thriller,Human Nature,Album Personnel,DeMann Entertainment,95.50
Michael Jackson,Thriller,Human Nature,Album Personnel,Ron Weisner,95.50
Michael Jackson,Thriller,Human Nature,Album Personnel,Valadé/Design Pool,95.50
Michael Jackson,Thriller,Human Nature,Album Personnel,Joe Jackson,95.50
Maxus,Maxus,Nobody's Business,Song Personnel,Jay Gruska,94.50
Maxus,Maxus,Nobody's Business,Song Personnel,Lisa Dal Bello,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Maxus,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Nyle Steiner,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,"Lewis Kaplan Enterprises, Inc.",94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Lori Higgins,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Jennifer Williams,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Jay Vigon,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Robin Laine,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Doane Perry,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Karen Siegel,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Assa Drori,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Mark Leonard,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Tommy Funderburk,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Jay Gruska,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Michael Omartian,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Ian Underwood,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Bill Champlin,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Yvonne Garcia,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Michael Landau,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Robbie Buchanan,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Paulinho da Costa,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Ken Perry,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Frank Wolf,94.50
Maxus,Maxus,Nobody's Business,Album Personnel,Glen Christensen,94.50
Christopher Cross,Christopher Cross,Sailing,Song Personnel,Rob Meurer,94.50
Christopher Cross,Christopher Cross,Sailing,Song Personnel,Christopher Cross,94.50
Christopher Cross,Christopher Cross,Sailing,Song Personnel,Michael Omartian,94.50
Christopher Cross,Christopher Cross,Sailing,Song Personnel,Victor Feldman,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Andy Salmon,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Rob Meurer,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Tim Neece,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Danny Henderson,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Wonder Graphics,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Jim Newhouse,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,James Flournoy Holmes,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Don Roberts,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Artist Communications,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Tommy Taylor,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Michael Ostin,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Stuart Gitlin,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Christopher Cross,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Jackie Kelso,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Bobby Hata,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Chet Himes,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Assa Drori,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Lew McCreary,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Michael Omartian,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Chuck Findley,94.50
Christopher Cross,Christopher Cross,Sailing,Album Personnel,Jim Horn,94.50
George Benson,The George Benson Collection,Turn Your Love Around,Song Personnel,Venette Gloud,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Song Personnel,Carmen Twillie,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Song Personnel,George Benson,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Song Personnel,Bill Reichenbach,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Song Personnel,Jay Graydon,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Song Personnel,Gary Herbig,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Song Personnel,Bill Champlin,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Song Personnel,Mike Baird,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Song Personnel,Chuck Findley,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Song Personnel,Steve Lukather,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Song Personnel,Jai Winding,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Song Personnel,Jerry Hey,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Song Personnel,Jeff Porcaro,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Song Personnel,David Foster,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Song Personnel,David Paich,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Album Personnel,Jay Vigon,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Album Personnel,Ken Fritz,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Album Personnel,Tommy Lipuma,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Album Personnel,Richard Seireeni,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Album Personnel,Raul Vega,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Album Personnel,Mike Reese,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Album Personnel,Charles Bush,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Album Personnel,Bob Krasnow,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Album Personnel,Dennis Turner,94.25
George Benson,The George Benson Collection,Turn Your Love Around,Album Personnel,Marcie Gorman,94.25
Steely Dan,Gold (Expanded Edition),FM,Song Personnel,Johnny Mandel,93.75
Steely Dan,Gold (Expanded Edition),FM,Song Personnel,Donald Fagen,93.75
Steely Dan,Gold (Expanded Edition),FM,Song Personnel,Walter Becker,93.75
Steely Dan,Gold (Expanded Edition),FM,Song Personnel,Jeff Porcaro,93.75
Steely Dan,Gold (Expanded Edition),FM,Album Personnel,Andy McKaie,93.75
Steely Dan,Gold (Expanded Edition),FM,Album Personnel,Wilson Design Group,93.75
Steely Dan,Gold (Expanded Edition),FM,Album Personnel,Gary Katz,93.75
Steely Dan,Gold (Expanded Edition),FM,Album Personnel,Donald Fagen,93.75
Toto,Toto IV,Africa,Album Personnel,Bruce Heigh,93.00
Steely Dan,Gold (Expanded Edition),FM,Album Personnel,Roger Nichols,93.75
Steely Dan,Gold (Expanded Edition),FM,Album Personnel,Vartan,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Song Personnel,Rob Meurer,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Song Personnel,Christopher Cross,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Song Personnel,Michael McDonald,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Song Personnel,Lenny Castro,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Song Personnel,Michael Omartian,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Andy Salmon,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Rob Meurer,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Tim Neece,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Danny Henderson,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Wonder Graphics,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Jim Newhouse,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,James Flournoy Holmes,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Don Roberts,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Artist Communications,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Tommy Taylor,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Michael Ostin,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Stuart Gitlin,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Christopher Cross,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Jackie Kelso,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Bobby Hata,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Chet Himes,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Assa Drori,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Lew McCreary,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Michael Omartian,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Chuck Findley,93.75
Christopher Cross,Christopher Cross,Ride Like The Wind,Album Personnel,Jim Horn,93.75
Christopher Cross,Another Page,All Right,Song Personnel,Michael McDonald,93.50
Christopher Cross,Another Page,All Right,Song Personnel,Steve Lukather,93.50
Christopher Cross,Another Page,All Right,Album Personnel,Andy Salmon,93.50
Christopher Cross,Another Page,All Right,Album Personnel,Rob Meurer,93.50
Christopher Cross,Another Page,All Right,Album Personnel,Tommy Taylor,93.50
Christopher Cross,Another Page,All Right,Album Personnel,Michael Ostin,93.50
Christopher Cross,Another Page,All Right,Album Personnel,Stuart Gitlin,93.50
Christopher Cross,Another Page,All Right,Album Personnel,Christopher Cross,93.50
